host_response_rate,host_acceptance_rate,host_total_listings_count,neighbourhood,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,weighted_rating_score,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_is_superhost_t,host_identity_verified_t,property_type_Bed & Breakfast,property_type_Boat,property_type_Bungalow,property_type_Cabin,property_type_Camper/RV,property_type_Chalet,property_type_Condominium,property_type_Dorm,property_type_House,property_type_Loft,property_type_Other,property_type_Tent,property_type_Townhouse,property_type_Treehouse,property_type_Yurt,room_type_Private room,room_type_Shared room,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_moderate,cancellation_policy_strict
100.0,100.0,1.0,25,5,2.0,2.0,2.0,100.0,20.0,3,93.0,279.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,25,5,1.0,2.0,3.0,300.0,95.0,20,91.0,1820.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,4,4,1.0,1.0,1.0,287.61039657020365,75.0,38,94.0,3572.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,16,4,1.5,2.0,3.0,287.61039657020365,35.0,2,100.0,200.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,4,1.0,0.0,2.0,287.61039657020365,35.0,1,100.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,20,3,1.0,1.0,1.0,287.61039657020365,75.0,45,98.0,4410.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
98.0,100.0,21.0,73,1,1.0,1.0,1.0,500.0,10.0,15,95.0,1425.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,4.0,20,12,2.0,4.0,5.0,500.0,200.0,12,84.0,1008.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,59,2,1.0,1.0,1.0,750.0,100.0,1,100.0,100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,49,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,35,99.0,3465.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,53,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,10,100.0,1000.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,4.0,16,4,1.0,2.0,2.0,500.0,100.0,81,98.0,7938.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,4,1.0,1.0,2.0,287.61039657020365,61.71090387374462,15,96.0,1440.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
40.0,100.0,4.0,10,3,1.0,1.0,1.0,287.61039657020365,61.71090387374462,5,67.0,335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,4.0,3,2,1.5,1.0,1.0,100.0,8.0,2,90.0,180.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
100.0,100.0,2.0,49,2,1.0,1.0,2.0,150.0,15.0,82,91.0,7462.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,76,8,3.5,3.0,3.0,250.0,150.0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,44,1,2.0,1.0,1.0,287.61039657020365,61.71090387374462,70,97.0,6790.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,8.0,10,4,1.0,1.0,2.0,200.0,88.0,44,94.0,4136.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,44,2,1.0,1.0,3.0,287.61039657020365,61.71090387374462,2,80.0,160.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80.0,100.0,2.0,58,3,1.0,1.0,2.0,500.0,80.0,22,95.0,2090.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,76,4,1.0,2.0,3.0,400.0,100.0,10,96.0,960.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,71,4,2.5,2.0,2.0,287.61039657020365,61.71090387374462,5,96.0,480.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
67.0,100.0,1.0,3,2,1.0,1.0,1.0,300.0,95.0,10,98.0,980.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,10,4,1.0,1.0,2.0,100.0,10.0,2,100.0,200.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,100.0,2.0,55,3,1.0,1.0,1.0,287.61039657020365,61.71090387374462,14,99.0,1386.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
90.0,100.0,2.0,49,1,1.0,1.0,1.0,287.61039657020365,8.0,81,94.0,7614.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
100.0,100.0,2.0,55,8,8.0,1.0,8.0,287.61039657020365,61.71090387374462,3,87.0,261.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100.0,100.0,1.0,44,4,1.5,1.0,2.0,350.0,75.0,40,98.0,3920.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
99.0,100.0,7.0,10,3,1.0,0.0,1.0,250.0,50.0,31,97.0,3007.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
70.0,100.0,1.0,35,3,1.0,1.0,1.0,250.0,75.0,53,93.0,4929.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,3.0,77,6,1.0,3.0,4.0,287.61039657020365,61.71090387374462,13,88.0,1144.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,20,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,17,89.0,1513.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.0,1.0,1.0,287.61039657020365,25.0,21,92.0,1932.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,44,2,1.0,1.0,1.0,287.61039657020365,30.0,8,98.0,784.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,5.0,4,5,1.0,1.0,3.0,250.0,85.0,23,90.0,2070.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,18.0,71,1,3.5,1.0,1.0,287.61039657020365,61.71090387374462,25,90.0,2250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
100.0,99.96715927750411,1.0,2,2,1.0,1.0,1.0,200.0,30.0,7,100.0,700.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,33,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,30,94.0,2820.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,20,2,1.0,1.0,1.0,287.61039657020365,30.0,76,100.0,7600.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,69,6,2.0,2.0,3.0,500.0,55.0,7,100.0,700.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,47,2,1.0,1.0,1.0,200.0,50.0,33,99.0,3267.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,1.0,41,3,1.0,1.0,2.0,287.61039657020365,10.0,27,93.0,2511.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
50.0,100.0,1.0,73,1,1.0,0.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1.0,59,6,3.5,4.0,4.0,500.0,125.0,3,100.0,300.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,10.0,51,4,1.0,2.0,3.0,1500.0,199.0,2,80.0,160.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,10,4,1.0,1.0,3.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75.0,100.0,1.0,47,6,2.5,2.0,3.0,750.0,200.0,7,97.0,679.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
97.0,100.0,5.0,10,2,1.0,1.0,1.0,1000.0,100.0,4,70.0,280.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,73,2,1.0,1.0,1.0,400.0,99.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,4,2,1.0,0.0,1.0,100.0,50.0,45,95.0,4275.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,74,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
95.0,100.0,2.0,10,2,1.0,1.0,1.0,287.61039657020365,38.0,13,98.0,1274.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,19,2,1.0,0.0,1.0,100.0,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,4.0,69,3,1.0,1.0,1.0,300.0,60.0,19,97.0,1843.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,1.0,10,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,4,80.0,320.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,3,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100.0,100.0,1.0,9,3,1.0,1.0,1.0,350.0,85.0,48,93.0,4464.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,19,4,1.0,1.0,1.0,100.0,65.0,4,90.0,360.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,24,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,81,98.0,7938.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,49,3,2.5,2.0,2.0,350.0,75.0,19,93.0,1767.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,2.0,33,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,14,99.0,1386.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,4.0,71,2,1.0,1.0,1.0,400.0,61.71090387374462,66,94.0,6204.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
99.0,100.0,17.0,10,2,1.0,0.0,1.0,95.0,25.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,2.0,10,3,1.0,1.0,2.0,100.0,15.0,18,89.0,1602.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
80.0,100.0,1.0,58,3,1.0,1.0,1.0,100.0,50.0,14,100.0,1400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,20,6,1.0,2.0,2.0,200.0,89.0,10,98.0,980.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,3,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80.0,100.0,2.0,10,4,1.0,1.0,3.0,200.0,40.0,2,100.0,200.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,99.96715927750411,1.0,40,4,1.0,1.0,2.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93.0,100.0,8.0,19,4,1.0,1.0,1.0,287.61039657020365,60.0,18,93.0,1674.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,2.0,37,4,1.0,2.0,2.0,287.61039657020365,35.0,156,97.0,15132.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,36,2,1.0,1.0,2.0,100.0,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,99.96715927750411,1.0,10,4,1.0,1.0,1.0,287.61039657020365,61.71090387374462,1,60.0,60.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,3,3,1.5,1.0,3.0,287.61039657020365,20.0,33,96.0,3168.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,2.0,10,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,58,94.0,5452.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,76,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,7,100.0,700.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,63,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,6,100.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
89.0,100.0,1.0,4,2,1.0,1.0,1.0,250.0,50.0,5,88.0,440.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,1.0,59,3,1.5,2.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,5.0,10,6,1.0,1.0,3.0,150.0,45.0,25,90.0,2250.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,39,2,1.0,0.0,1.0,250.0,61.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,2,2,1.0,0.0,1.0,287.61039657020365,25.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,44,2,1.0,1.0,1.0,287.61039657020365,10.0,14,99.0,1386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,2.0,44,6,2.0,2.0,2.0,287.61039657020365,61.71090387374462,6,90.0,540.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
99.0,100.0,169.0,12,4,1.0,1.0,2.0,287.61039657020365,99.0,3,93.0,279.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,1.0,47,3,1.0,1.0,1.0,200.0,65.0,15,100.0,1500.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
90.0,100.0,1.0,13,7,1.0,2.0,3.0,287.61039657020365,60.0,53,92.0,4876.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,10,4,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,1.0,36,4,1.0,2.0,2.0,95.0,60.0,30,98.0,2940.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,10,4,1.0,2.0,2.0,287.61039657020365,30.0,5,84.0,420.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,33,1,2.0,1.0,1.0,287.61039657020365,10.0,66,93.0,6138.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,37,2,1.0,1.0,1.0,500.0,75.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86.0,100.0,5.0,10,8,2.0,2.0,3.0,800.0,120.0,41,96.0,3936.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,3.0,76,2,2.0,1.0,1.0,287.61039657020365,25.0,86,97.0,8342.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,1.0,3,2,1.0,1.0,1.0,287.61039657020365,30.0,55,97.0,5335.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,42,4,1.0,1.0,2.0,150.0,50.0,37,97.0,3589.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
99.0,100.0,169.0,12,4,1.0,1.0,2.0,287.61039657020365,99.0,10,94.0,940.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,4.0,10,8,2.5,3.0,3.0,287.61039657020365,160.0,5,100.0,500.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,3,2,1.0,1.0,1.0,500.0,50.0,15,89.0,1335.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60.0,100.0,1.0,59,4,3.0,3.0,2.0,200.0,80.0,8,88.0,704.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,4,2,1.0,0.0,1.0,100.0,50.0,13,92.0,1196.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,1.0,10,2,1.5,1.0,1.0,287.61039657020365,25.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,49,2,1.0,1.0,1.0,287.61039657020365,25.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,37,2,1.0,1.0,1.0,287.61039657020365,25.0,30,97.0,2910.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,59,1,1.0,1.0,1.0,300.0,40.0,1,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,4.0,4,4,1.2594687006838505,1.0,1.0,100.0,88.0,27,93.0,2511.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,71,2,1.0,1.0,1.0,300.0,50.0,22,98.0,2156.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,20,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,6,97.0,582.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
78.0,100.0,1.0,10,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,7,89.0,623.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90.0,100.0,3.0,10,2,1.0,1.0,1.0,100.0,40.0,10,94.0,940.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,76,2,1.0,1.0,1.0,100.0,20.0,25,92.0,2300.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,46,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,67,99.0,6633.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
